Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Dgcr2,0.087941,0.200417,0.220248,0.29983
Gm15564,0.066765,0.134697,0.220015,0.299688
Spop,0.116176,0.405926,0.219897,0.29966
Spcs2,0.426176,-0.012455,0.219654,0.299508
Bicd2,0.127941,-0.694505,0.219651,0.299595
Slc30a9,0.133529,-0.775418,0.21963,0.299664
D19Wsu162e,0.165882,-0.2415,0.21949,0.299615
Tbc1d13,0.066176,0.051604,0.218957,0.299172
Cd3eap,0.066765,-0.455428,0.21801,0.298315
Pias2,0.029412,0.631049,0.217769,0.298165
Echdc1,0.026471,-0.489966,0.217637,0.298123
Sgpp1,0.097353,-0.744309,0.217584,0.298161
Gm6851,0.012059,-0.52559,0.217294,0.297961
D930015E06Rik,0.063824,-1.503324,0.217185,0.297942
AI314976,0.066471,-0.778763,0.216699,0.297547
Tnpo2,0.073235,-0.718649,0.21658,0.297518
1110057K04Rik,0.068824,-0.365977,0.21648,0.297508
Lrp10,0.334118,-0.058042,0.215573,0.296691
Tbc1d24,0.032353,-1.042507,0.215513,0.296722
5430416N02Rik,0.016765,-1.541496,0.215318,0.296616
Ticam1,0.080882,-1.061872,0.215195,0.296584
Zmpste24,0.136176,0.016013,0.215161,0.296639
Phf20l1,0.085588,-0.482549,0.215052,0.296621
Eid1,0.103529,0.320898,0.214579,0.296238
Rp9,0.103235,-0.038403,0.214297,0.296046
Cirbp,0.096765,0.054981,0.214007,0.295846
Sharpin,0.072647,0.002536,0.213792,0.295722
Tcn2,0.844706,-0.074677,0.213547,0.295566
Fam178a,0.147059,0.123566,0.213169,0.295279
Naa30,0.048529,0.233824,0.213152,0.295351
Leprot,0.326176,-0.192969,0.212845,0.295134
Grinl1a,0.061176,-0.100293,0.212678,0.295057
Flnb,0.059706,-0.309812,0.212561,0.295031
Pgm2,0.075588,-1.003737,0.212081,0.29464
Pgs1,0.057647,-0.39043,0.211925,0.294574
Dock8,0.252353,-0.393235,0.211588,0.294327
Sart1,0.077941,-0.517447,0.211444,0.294272
Chuk,0.064412,-0.533434,0.211048,0.293966
Rprd1b,0.056765,0.358446,0.211047,0.294055
Cherp,0.088824,-0.236518,0.210707,0.293805
Wipi2,0.086765,-0.757899,0.210688,0.293876
Asxl2,0.161765,-0.413345,0.210659,0.293936
Cds2,0.211471,-0.103297,0.209867,0.293234
Dnajc3,0.325882,-0.273351,0.209858,0.293315
Phip,0.191176,-0.347427,0.209809,0.293356
Jagn1,0.076765,0.662037,0.209693,0.29333
Tmem11,0.062941,-0.466561,0.209369,0.293095
Psmd3,0.124118,-1.188697,0.20923,0.293045
Cbx1,0.127647,-0.004777,0.209109,0.293015
Usp38,0.072647,-1.472549,0.208777,0.292772
Cln8,0.213824,0.074343,0.208658,0.292742
Cd2ap,0.360588,-0.566694,0.208493,0.292668
Arpc4,0.087647,-0.619022,0.208287,0.292551
Mrpl51,0.048529,-0.468271,0.20795,0.292304
Nucks1,0.209118,-0.559595,0.207924,0.292367
H2-DMb1,0.138529,-0.447708,0.207599,0.292131
Map2k1,0.340294,0.073641,0.207556,0.292178
Rfc1,0.136176,0.116645,0.207101,0.291812
Plscr3,0.129118,-0.164755,0.206843,0.291644
P4hb,0.615882,-0.038952,0.206744,0.291634
Kdsr,0.117647,-0.057007,0.206564,0.291544
Dok1,0.090882,0.052352,0.206211,0.29128
Ddx24,0.146176,0.288488,0.20609,0.291248
Ube2a,0.101765,-0.364261,0.20559,0.290838
Nkap,0.066471,-0.449058,0.205333,0.29067
Fam173a,0.145,-0.74716,0.205174,0.290601
Stk38,0.137059,-0.882477,0.204914,0.290429
Rdh14,0.100588,-0.655153,0.204674,0.290279
Stradb,0.073824,-1.616019,0.204613,0.290307
Upf1,0.103235,-0.423693,0.204419,0.290202
Sqstm1,0.304412,0.066845,0.203584,0.289457
Ltn1,0.085,-0.354279,0.203488,0.28945
Dmxl1,0.092647,-0.109694,0.203302,0.289353
Ctdp1,0.066176,-0.187403,0.203154,0.289294
Wac,0.168529,-0.806867,0.202883,0.289112
Psmc2,0.197353,-0.098775,0.202842,0.289161
Mitf,0.071176,0.20772,0.20243,0.288838
Tram1,0.637059,-0.061503,0.202164,0.288661
Wdr45l,0.159706,-0.451946,0.202135,0.288721
Ifi27l1,0.133529,-0.301099,0.201967,0.288641
Tmem9b,0.200882,-0.501631,0.201961,0.288725
Ttc13,0.132059,-0.569219,0.201682,0.288535
Zdhhc18,0.041176,0.00646,0.201678,0.288619
Cnot6l,0.251765,-0.313315,0.201556,0.288586
Smc6,0.127353,0.033741,0.201414,0.288534
Psmb7,0.175882,0.139342,0.201408,0.288616
Gm16517,0.077059,-0.34348,0.201138,0.288435
Mpdu1,0.054706,0.112982,0.200956,0.288343
Acsl5,0.211765,0.157093,0.200883,0.288358
Atad2b,0.033529,0.905963,0.200477,0.288041
Hectd1,0.111765,-0.003184,0.199978,0.287631
Ak1,0.116176,-0.246852,0.199366,0.287108
Ifi35,0.078235,-0.731467,0.199279,0.28711
Adprh,0.211176,-0.338465,0.198944,0.286864
Nfe2l1,0.101471,-0.59849,0.198911,0.286919
4833439L19Rik,0.182059,-0.093105,0.198752,0.286849
Clp1,0.055588,-1.372728,0.198707,0.286893
Gcc2,0.060294,0.292033,0.198463,0.286738
Katna1,0.075882,-1.272375,0.198007,0.28637
Fam50a,0.093235,0.489407,0.197884,0.286336
Bet1,0.075882,-1.00934,0.19773,0.28627
0610007L01Rik,0.117353,-0.589114,0.197147,0.285776
Mbtps2,0.065882,-0.689991,0.197081,0.285799
Ndufc2,0.254118,-0.4191,0.197078,0.285885
Napg,0.037941,0.39059,0.197027,0.285923
Imp3,0.128529,-0.332197,0.196328,0.285312
Smcr8,0.137059,-0.832552,0.195753,0.284825
Ubap2l,0.217353,-0.000501,0.195452,0.284613
Mki67ip,0.046765,-0.526725,0.195342,0.284591
Ybx1,0.377941,-0.021885,0.19529,0.284628
Alkbh5,0.171765,-0.576503,0.195108,0.284535
Hspa5,1.530294,-0.142478,0.195022,0.284537
Igbp1,0.081765,-0.545512,0.194988,0.284591
Nckap5l,0.110588,-0.263195,0.194835,0.284526
Akirin1,0.169706,-0.206039,0.194472,0.284252
Blnk,0.417353,-0.350984,0.194207,0.284076
Map4k5,0.073529,-0.447322,0.194198,0.284155
Rnf44,0.138235,-0.263195,0.194168,0.284214
Lrrc47,0.062059,-0.660318,0.193494,0.283628
Ints3,0.051471,0.764455,0.193445,0.283667
Zkscan14,0.028235,0.689943,0.193341,0.283651
Marcksl1,0.064412,-0.585273,0.193283,0.283682
Ccdc25,0.044412,-0.452246,0.192872,0.283359
Gnl3,0.124412,-0.466287,0.192828,0.283404
Serf2,0.210294,-0.046211,0.192799,0.283463
Qpct,0.163824,-0.022785,0.192254,0.283006
Rab22a,0.068824,-0.143585,0.191824,0.282664
Eral1,0.031176,-0.281249,0.191468,0.282396
Myl12b,0.377941,-0.157969,0.191382,0.282398
9130011E15Rik,0.012647,-4.594303,0.191249,0.282353
Gm10492,0.017059,-3.441056,0.191249,0.282442
Hspa1b,0.006765,-1.6916,0.191249,0.28253
Ppih,0.003529,-1.753,0.191249,0.282618
Qpctl,0.007647,-2.868478,0.191249,0.282706
Arhgap31,0.11,-0.467005,0.191243,0.282788
Cpsf7,0.085,-0.331736,0.190854,0.282487
Patz1,0.063824,-0.759664,0.190538,0.282259
Mrpl36,0.053529,0.52384,0.189882,0.281691
Mier1,0.113824,0.062321,0.189671,0.281568
Clk3,0.046176,-0.580016,0.189515,0.2815
Mrpl35,0.057647,-0.805468,0.189353,0.281426
Zfp449,0.009706,-1.890504,0.189348,0.281509
Tmem141,0.093824,-0.704091,0.189107,0.281356
Tusc3,0.077059,0.266145,0.189034,0.281371
Mfn2,0.051471,0.457567,0.188815,0.28124
Stk11ip,0.052059,-1.50636,0.188579,0.281091
Zc3h11a,0.265882,-0.561952,0.188536,0.281137
Zfp148,0.255882,-0.748034,0.188396,0.281084
Akap9,0.146471,-0.307861,0.188356,0.281132
Dag1,0.029412,-0.226932,0.188043,0.280906
Trappc8,0.08,-0.474141,0.187964,0.280915
Glo1,0.071176,-0.332014,0.187887,0.280926
Dopey2,0.091176,0.031571,0.187863,0.28099
Dcp2,0.056471,0.604552,0.187687,0.280902
Dcaf13,0.047059,-0.657076,0.187682,0.280985
Ckap4,0.163824,-0.394754,0.187656,0.281046
9830147E19Rik,0.007353,-0.004539,0.187452,0.281018
Bahcc1,0.025,-1.577429,0.187452,0.281105
Nova1,0.007647,-0.409046,0.187452,0.281193
Tmem29,0.011471,-0.753,0.187452,0.28093
Zfp27,0.037059,-1.82339,0.187452,0.28128
Zik1,0.014412,-1.782748,0.187452,0.281368
Fam58b,0.102647,-0.538306,0.187449,0.281453
Mbnl2,0.310882,-0.559162,0.187399,0.28149
Aldh9a1,0.108235,-0.378717,0.187393,0.281571
Lemd2,0.173824,-1.000013,0.187335,0.281601
Abcg1,0.201471,-0.20862,0.187256,0.28161
Dcakd,0.1,-0.077583,0.187108,0.281549
Tmem165,0.129706,-0.280247,0.186922,0.281451
Cpsf1,0.058529,-0.378398,0.18684,0.281456
Creb3,0.115,0.066427,0.186679,0.281383
Cyth3,0.067647,-0.219112,0.186659,0.28145
Tom1l1,0.137059,-0.710296,0.186657,0.281535
Rsrc1,0.076471,-0.886625,0.186643,0.281609
Scamp1,0.126176,-0.138085,0.185895,0.280948
1500002O20Rik,0.048824,-0.543077,0.185874,0.281014
Arid4b,0.083235,0.264733,0.185852,0.28108
Cdk12,0.073824,-0.930128,0.185794,0.281109
Mtf2,0.084706,0.096665,0.185655,0.281057
Bad,0.037647,-0.123644,0.185581,0.281071
Kif9,0.007059,-0.583075,0.185562,0.281138
Gtf3c1,0.022059,-0.039305,0.185416,0.28108
Wdfy4,0.070882,-0.741077,0.185383,0.281135
Ormdl1,0.067353,0.037152,0.185122,0.28096
Tlk1,0.137353,0.222071,0.184938,0.280864
Cbll1,0.062059,-0.549287,0.184757,0.28077
Otub1,0.057647,-0.407708,0.184394,0.280494
Wdr11,0.048529,-1.446897,0.184334,0.280521
Etv6,0.109118,-0.179751,0.183688,0.279962
1600027N09Rik,0.043235,-1.612823,0.183348,0.279709
Cxxc1,0.050294,0.195469,0.183289,0.279737
Pppde2,0.044706,-1.371571,0.18291,0.279445
Dtx2,0.045882,-2.283515,0.182786,0.279408
Frmd8,0.145,0.041336,0.182703,0.279412
Heatr7a,0.064412,-0.214904,0.182626,0.279422
Dpagt1,0.108235,-0.501775,0.182348,0.279232
Mrpl43,0.161765,-0.413345,0.182265,0.279235
Naa38,0.075882,-0.201985,0.182092,0.27915
Ccdc101,0.031765,-0.496661,0.181716,0.27886
Psma4,0.128824,-0.256324,0.180885,0.278116
Zfp71-rs1,0.058824,-0.168038,0.180681,0.277999
AI413582,0.095294,-0.141566,0.18067,0.278075
2810004N23Rik,0.033235,0.351633,0.180333,0.277825
Gmfb,0.144118,-0.565517,0.180118,0.277697
Tprkb,0.062941,-0.370346,0.18003,0.277696
Prdm11,0.032353,-0.663995,0.179873,0.277626
G3bp1,0.161765,-0.131774,0.179647,0.277486
Gba2,0.052059,-0.387716,0.179412,0.277338
Tmem131,0.109118,-0.179751,0.179179,0.277192
Pfkfb4,0.107941,-0.959754,0.179066,0.277165
Khdrbs3,0.097941,-1.59322,0.178986,0.277173
Tardbp,0.145882,-0.360683,0.178869,0.277142
Psmb6,0.220294,-0.135659,0.17876,0.277119
Epb4.1,0.102647,-0.139388,0.178611,0.277057
Ebna1bp2,0.068529,-0.417514,0.178519,0.277052
Fam103a1,0.051471,-0.918809,0.178503,0.277123
Papola,0.345588,-0.57532,0.178353,0.27706
Arid1b,0.154412,-0.489966,0.178267,0.27706
Ngrn,0.054412,-0.432633,0.178204,0.277083
Ifngr2,0.565294,-0.166537,0.178181,0.277147
Mrps9,0.027059,0.166381,0.178034,0.277087
Zfp91,0.228235,-0.264125,0.177986,0.277126
Snw1,0.203235,-0.386261,0.177787,0.277013
Uba1,0.254118,-0.788499,0.177444,0.276756
Spire1,0.151471,-0.148561,0.17744,0.276838
Stx5a,0.115882,-0.423767,0.176738,0.276223
Slc10a3,0.088529,-0.543677,0.176685,0.276256
Mrps24,0.080882,-0.543405,0.176642,0.2763
Med10,0.039412,-0.561702,0.176624,0.276368
Cdk10,0.025294,1.89755,0.176465,0.276296
Slx1b,0.121176,-0.877258,0.17614,0.276058
Ufd1l,0.08,-0.747706,0.176077,0.27608
Vps28,0.166471,-0.13777,0.175695,0.275785
Cox18,0.011471,0.794487,0.175388,0.275564
Atf6,0.189706,-0.108876,0.175373,0.275636
Zdhhc16,0.072941,0.26147,0.175221,0.27557
Dpy19l4,0.227941,0.073113,0.175215,0.27565
Ola1,0.069118,-0.303088,0.175081,0.275602
Tet3,0.094706,-0.784709,0.174884,0.275492
Bpgm,0.017941,0.783868,0.174846,0.27554
Tmx3,0.269706,-0.147729,0.174829,0.27561
Eif1a,0.075882,0.000644,0.174787,0.27574
Tspan7,0.436471,-0.059457,0.174787,0.275654
Eif2ak2,0.076765,0.032875,0.174778,0.275817
Agpat3,0.13,-0.079424,0.174684,0.275809
Lyrm2,0.036176,0.444036,0.174399,0.27561
Zfp472,0.015882,1.143164,0.174306,0.275603
Fam203a,0.019118,1.184634,0.174305,0.275774
Nt5dc2,0.016471,0.779495,0.174305,0.275688
Pspc1,0.055882,-0.345576,0.174204,0.275759
Rab20,0.073824,-1.031057,0.174177,0.275818
Calu,0.173824,-0.535848,0.174102,0.275829
Tmem183a,0.058235,-0.139183,0.174019,0.275833
Dhrs7b,0.125588,0.268796,0.173957,0.275856
5730455P16Rik,0.057059,-0.276098,0.173895,0.275881
Rtf1,0.121471,-0.629217,0.173875,0.275947
Plekha3,0.052059,-1.42619,0.173771,0.275928
1600012H06Rik,0.089412,-0.521148,0.173694,0.275937
Dnajc18,0.036765,-0.089428,0.173641,0.27597
Mrps25,0.032353,-0.116508,0.173459,0.275874
Pik3r6,0.042059,-0.240446,0.173394,0.275895
Taf10,0.088824,-0.27716,0.172998,0.275585
Cdk5rap3,0.086765,-0.006287,0.172918,0.275591
Spag9,0.145,-0.894313,0.172903,0.275661
Isg15,0.017647,-1.753,0.172731,0.275575
Myo6,0.027647,-0.230774,0.172684,0.275614
Pphln1,0.102059,-0.77394,0.172629,0.275645
Wdr1,0.210588,-0.078206,0.172067,0.275169
Snx29,0.023235,-3.149891,0.172028,0.275215
Nsf,0.058235,-0.337963,0.171623,0.274896
Hnrnpul2,0.185882,-0.296893,0.171556,0.274914
Bivm,0.024412,-0.958115,0.171457,0.274901
Slc25a46,0.077353,-0.699162,0.171452,0.274982
Ywhaq,0.209412,-0.761128,0.171428,0.275044
Orc4,0.038529,-0.224181,0.17137,0.275071
1810024B03Rik,0.010588,-2.016035,0.171325,0.275112
Rwdd3,0.034118,-2.856094,0.171325,0.275198
Aptx,0.047059,-0.875256,0.171181,0.275139
Sdhd,0.132059,-0.036095,0.171014,0.275058
Hrsp12,0.037353,-1.249832,0.170989,0.275203
Taf7,0.052647,-1.225589,0.170989,0.275118
Ccz1,0.100882,-0.323316,0.170857,0.275157
Cebpg,0.413529,-0.310269,0.170616,0.275002
Tmem134,0.102647,-0.180493,0.170586,0.275057
Gpsm3,0.132941,-0.740289,0.170556,0.275113
Sclt1,0.026765,0.716485,0.170529,0.275171
Tm2d1,0.058529,-0.500882,0.170377,0.275105
Bmi1,0.096765,-1.038129,0.17013,0.274943
Rassf4,0.148235,-0.350902,0.170065,0.274964
Mettl13,0.024706,0.247,0.169991,0.274975
Dolk,0.052059,-0.14379,0.169954,0.275023
Rab31,0.197941,0.055885,0.169931,0.275085
Ezh2,0.018235,-1.662803,0.169923,0.275163
Usf2,0.224118,0.258315,0.16987,0.275195
Gm11648,0.053235,-0.645516,0.169378,0.274789
Sik3,0.043235,-0.345342,0.169378,0.274873
Dcun1d3,0.027941,-2.278462,0.169223,0.274804
Zfp111,0.050294,-1.193573,0.169119,0.274785
1110008F13Rik,0.238824,-0.369849,0.168939,0.27469
Npm3,0.015882,-1.337963,0.168916,0.274752
1810043G02Rik,0.036471,-0.729917,0.168652,0.274574
D8Ertd738e,0.151176,0.14375,0.168567,0.274574
Fam167b,0.091471,-0.056491,0.168542,0.274634
A930024E05Rik,0.022059,-1.226932,0.168523,0.274956
Igsf10,0.021765,-1.91806,0.168523,0.274701
Tnfrsf22,0.013824,-0.722627,0.168523,0.275041
Usp11,0.010588,-0.878531,0.168523,0.274786
Zfp523,0.013529,-0.884245,0.168523,0.274871
Rxrb,0.077059,0.083941,0.168387,0.274989
Med9,0.037059,0.264073,0.168177,0.274865
Klhl25,0.104412,-0.282161,0.168154,0.274927
Casz1,0.003235,1.37253,0.168132,0.27499
Iqgap2,0.001176,1.831962,0.168132,0.275075
R3hcc1,0.001176,3.001887,0.168132,0.27516
Gdpd1,0.022353,-0.892403,0.167825,0.274937
Brd9,0.062353,-0.787434,0.16782,0.275018
Zfp329,0.017647,-1.905003,0.167743,0.275026
Zhx3,0.029706,-2.366818,0.167743,0.27511
2610301B20Rik,0.025,-0.992466,0.167646,0.275183
Usp37,0.031471,-1.265649,0.167646,0.275098
Elf1,0.245,-0.382371,0.16746,0.275082
2900026A02Rik,0.040882,-0.199516,0.167379,0.275087
Lrp4,0.028824,-0.425196,0.167308,0.2751
Parp9,0.077353,-0.264442,0.167243,0.27512
Pi4k2a,0.080588,-0.395705,0.167168,0.275129
Crybg3,0.025882,-1.235152,0.167132,0.275178
Usp31,0.023235,-1.149891,0.167126,0.275257
Snx27,0.087941,-0.304577,0.16696,0.275176
Trp53i13,0.039412,-0.30339,0.16685,0.275151
Tsr1,0.060294,-0.106051,0.16685,0.275235
Khdrbs1,0.150588,0.185109,0.166774,0.275244
Taf15,0.037353,-0.249832,0.166616,0.27517
Dpy19l3,0.017059,-1.325579,0.166572,0.275212
Slain2,0.093529,-0.158993,0.166533,0.275257
Cisd2,0.095588,-0.446245,0.166323,0.275132
Elmo2,0.090588,-0.991881,0.166291,0.275184
Pttg1ip,0.49,-0.270298,0.166031,0.275009
Mrpl16,0.038824,-0.258236,0.165782,0.274844
4932415G12Rik,0.022353,-1.509075,0.165732,0.275048
A830010M20Rik,0.015,0.444939,0.165732,0.275133
Adam3,0.008529,-0.704091,0.165732,0.274879
Vps37c,0.014706,0.916026,0.165732,0.274964
Elmod2,0.041471,0.447298,0.165725,0.27521
Arl5b,0.037059,-0.685886,0.165703,0.275273
Cnih2,0.002059,0.024607,0.165535,0.275189
Dos,0.002941,-0.168038,0.165535,0.275273
Fam161b,0.013824,-2.722627,0.165535,0.275358
Kif11,0.003529,-1.168038,0.165535,0.275442
Mbd4,0.002941,-0.489966,0.165535,0.275527
Mcc,0.009412,-1.583075,0.165535,0.275611
Plxnb3,0.001471,0.094997,0.165535,0.275695
Scgb3a2,0.020588,-2.127396,0.165535,0.27578
Snord99,0.001176,-0.168038,0.165535,0.275864
Spock1,0.002059,0.60957,0.165535,0.275948
Tnnt1,0.013529,-1.521675,0.165535,0.276033
Vangl1,0.002353,-0.583075,0.165535,0.276117
Bcl7a,0.033824,-2.6916,0.165403,0.27607
Taf1,0.056176,-0.101611,0.165384,0.276134
Abl2,0.111176,-0.21458,0.165088,0.275923
Ece1,0.03,-0.982482,0.165074,0.275993
Arrdc2,0.009118,0.047691,0.165036,0.27604
Crtc2,0.037059,0.064136,0.164976,0.276063
Zfp597,0.042647,-0.620027,0.16493,0.276102
Fam193a,0.070882,0.027597,0.164867,0.276123
Fpgt,0.025294,-0.10245,0.164635,0.275975
Fbxo9,0.049706,-0.591637,0.164588,0.276012
Commd5,0.03,-0.414198,0.164466,0.275975
Nek4,0.016765,-1.094037,0.164341,0.275933
Mrps27,0.021471,-1.450972,0.164236,0.275912
Sptlc2,0.218529,-0.254045,0.164123,0.275883
Sash1,0.037059,-0.787766,0.164102,0.275946
Csrp2bp,0.061765,-0.99964,0.164036,0.275964
Syvn1,0.126765,-0.842766,0.163961,0.275974
Gtf2f1,0.053235,-0.160089,0.163853,0.275949
Dph5,0.032059,-1.41266,0.163653,0.275917
Trim37,0.026765,-1.675833,0.163653,0.275834
Wls,0.255588,0.218497,0.163636,0.275984
F8a,0.018824,-0.038755,0.163569,0.276001
Zfp426,0.023824,0.273472,0.163569,0.276085
Sys1,0.141765,-0.014838,0.163541,0.276141
1110002N22Rik,0.026765,-0.675833,0.163536,0.276303
Prkar2a,0.017647,-0.615497,0.163536,0.27622
Men1,0.032059,-0.543905,0.163469,0.276321
Mtmr10,0.062353,0.058238,0.163196,0.276132
Mrps5,0.042353,-0.505073,0.163106,0.276125
Nup54,0.011765,0.416925,0.163036,0.276139
5830428H23Rik,0.015,0.585802,0.163023,0.27621
Spint1,0.302941,-0.343576,0.162896,0.276166
Nfat5,0.110294,-0.48038,0.162791,0.276146
Snx17,0.247647,-0.27469,0.16272,0.276158
Surf4,0.326765,-0.164147,0.162597,0.276118
Hps6,0.024412,-0.636187,0.162512,0.276117
Mcts1,0.100588,-0.885451,0.162306,0.275996
Rab33b,0.039118,-0.865768,0.16169,0.275463
Timm10,0.055,-0.585649,0.16164,0.275496
Iws1,0.077353,-1.140868,0.161639,0.275579
Rad50,0.062941,-0.48324,0.161639,0.275663
E430018J23Rik,0.007353,0.436033,0.161567,0.275674
Gt(ROSA)26Sor,0.022647,-0.975393,0.16149,0.275681
Tubgcp4,0.014412,-0.39043,0.161441,0.275716
Umodl1,0.019412,-0.68887,0.161327,0.275685
Glyr1,0.113235,-0.416903,0.161266,0.275707
Zfp429,0.018529,-0.100924,0.16091,0.275436
Mettl15,0.002647,3.684405,0.160875,0.275484
Limk2,0.025294,-1.594303,0.160747,0.275439
Ufsp2,0.105,-0.399891,0.160534,0.27531
Dph2,0.020294,0.149702,0.160468,0.275328
Srp14,0.214118,-0.305145,0.160191,0.275134
Gbe1,0.013824,0.321767,0.160184,0.27521
Aldh2,0.066176,-0.111454,0.160051,0.275161
Syap1,0.067353,-0.407329,0.159858,0.275051
Stag2,0.226765,0.077425,0.159721,0.274998
Snx20,0.194706,-0.961296,0.159561,0.274921
Nqo2,0.005882,0.902351,0.159493,0.274936
Zbtb49,0.01,1.47242,0.159493,0.275019
Vps13b,0.032059,-0.154863,0.159384,0.274994
Dnajb11,0.237059,-0.371463,0.15928,0.274973
Rab11b,0.19,-0.1815,0.159183,0.27496
Chrac1,0.113529,-0.484371,0.159162,0.275021
Arl16,0.012059,-0.52559,0.159008,0.274951
Cnst,0.027353,-0.122234,0.15894,0.274966
Phf7,0.005882,1.094997,0.158803,0.274913
Kdm4a,0.027647,0.208111,0.158797,0.274989
Whsc1,0.050588,0.428065,0.158694,0.27497
Acadl,0.082353,0.015562,0.15866,0.275019
Extl3,0.307059,-0.280065,0.158584,0.275026
Smad4,0.146765,-1.200197,0.158558,0.275083
Krit1,0.027353,0.020724,0.158464,0.275072
8430427H17Rik,0.028529,0.186246,0.158374,0.275065
Ppp1r12a,0.101765,-0.193275,0.158282,0.275056
Sec24b,0.058235,0.247,0.158259,0.275117
Nrgn,0.006765,2.437683,0.158114,0.275055
Lilra5,0.011765,0.033596,0.157852,0.274876
Cenpc1,0.024118,0.202331,0.157734,0.27484
Lrrc59,0.070882,0.048356,0.15747,0.274659
Ptpn11,0.089412,-1.24604,0.157444,0.274717
Acadm,0.100882,-0.46082,0.157432,0.274788
Dis3,0.028824,0.846609,0.157415,0.274853
Srm,0.092941,0.200607,0.156919,0.27444
Ppp2r1a,0.192059,-0.496609,0.156882,0.274487
Elf2,0.187353,-0.53482,0.156858,0.274545
Ccpg1,0.200294,-0.140757,0.156799,0.274569
Arhgap17,0.192647,-0.512162,0.156758,0.274611
2900076A07Rik,0.002941,1.210474,0.156738,0.274674
Fam35a,0.029118,-0.797395,0.156678,0.274697
Zbtb25,0.042647,-1.100019,0.156678,0.274779
Cfh,1.345882,-0.087714,0.156538,0.274723
Meaf6,0.032059,0.129867,0.156427,0.274694
Entpd5,0.031765,-0.835463,0.1564,0.27475
Erlin2,0.112353,-0.850649,0.156368,0.274801
Tor1b,0.175,0.033069,0.15625,0.274765
Sec61b,0.203529,-0.298885,0.156191,0.274789
Ttc37,0.025882,-0.720579,0.156151,0.274832
Nagk,0.050294,0.10061,0.156149,0.274913
Cetn2,0.061471,0.39139,0.156148,0.274995
Plxnd1,0.006176,1.484039,0.156051,0.27498
Pyroxd1,0.009706,1.109496,0.156051,0.275063
Ptpn12,0.029706,-0.399985,0.155893,0.274988
Myg1,0.052647,-0.697657,0.155853,0.27503
Tbccd1,0.055294,-0.050201,0.155604,0.274863
Hdlbp,0.306765,-0.565205,0.155509,0.274852
Bcl2l13,0.074706,-0.349368,0.155501,0.274926
Hgs,0.068529,-0.317979,0.155501,0.275009
Il4ra,0.177059,0.049554,0.155242,0.274832
Wwp1,0.035294,0.795436,0.155105,0.274777
Yme1l1,0.102647,-0.075962,0.155065,0.274821
Sass6,0.041765,-0.340505,0.154796,0.274634
Ttc1,0.08,-0.126218,0.154553,0.274473
5730409E04Rik,0.024118,0.118266,0.154339,0.274342
Dpm1,0.155,-0.095955,0.154164,0.274249
Cyb5r4,0.049706,-0.061123,0.153961,0.274129
Lyar,0.044118,0.217853,0.153736,0.273986
Slc27a4,0.065,-0.61609,0.153464,0.273796
Fggy,0.008235,1.639317,0.15331,0.273725
Pard6a,0.007941,1.568928,0.15331,0.273807
Fndc3a,0.138529,0.029194,0.153232,0.273812
Rc3h2,0.140882,-0.628976,0.151966,0.272628
Dnajc19,0.085588,-0.213362,0.151942,0.272687
Triap1,0.117059,-0.685721,0.151798,0.272624
Nlk,0.090294,-0.321608,0.151781,0.27269
BC023829,0.047647,0.061968,0.151624,0.272616
Srrm2,0.371471,-0.040224,0.151536,0.272609
Gfm2,0.092353,-0.496874,0.151339,0.272495
Mapk3,0.234118,0.12015,0.151321,0.272559
Gsn,0.008529,0.617837,0.150955,0.272275
Il18,0.080294,-0.505908,0.150876,0.272279
C330018D20Rik,0.031471,0.59829,0.150845,0.27233
Maea,0.159706,-0.139104,0.150747,0.272314
Fnbp4,0.077941,-0.449702,0.150658,0.272308
Rwdd4a,0.056471,-0.052561,0.150571,0.272302
Gpr108,0.100588,-0.436143,0.150235,0.272048
Nat15,0.099118,-0.27924,0.150104,0.271999
Anapc1,0.059412,-0.241287,0.15,0.271977
Cabin1,0.114412,-0.591755,0.149968,0.272028
Atrip,0.201765,-0.713586,0.149669,0.27181
Rtn3,0.695294,0.01081,0.149484,0.271708
Akr1b10,0.170588,-0.353594,0.149403,0.271709
Cant1,0.124706,0.126409,0.149239,0.271627
Gm996,0.019118,-0.332425,0.149218,0.27177
Unc45a,0.02,-0.34861,0.149218,0.271688
Anapc2,0.155882,-0.335243,0.149212,0.271846
Wbp1,0.039706,-0.386872,0.149059,0.271775
Nr1d2,0.121765,-0.661853,0.14892,0.271718
Smurf1,0.072353,-0.571394,0.148824,0.271704
Csf2rb2,0.12,0.029901,0.148574,0.271536
Hs3st3b1,0.047941,-1.387483,0.148539,0.271582
Kif1b,0.175882,-0.432038,0.148521,0.271647
Avl9,0.074118,-0.637523,0.148458,0.271666
Mbd1,0.081471,-0.872389,0.148436,0.271725
Ppig,0.176765,0.287241,0.148435,0.271806
Naaa,0.257647,-0.415348,0.148204,0.271657
Tmem60,0.077353,-0.780692,0.14809,0.271625
Fdx1,0.047353,-0.454561,0.147962,0.271579
Txndc9,0.074412,-0.643237,0.147571,0.271269
Vwa5a,0.171176,-0.086127,0.147286,0.271066
Gins4,0.022647,0.265615,0.147047,0.270909
Afg3l2,0.075294,-0.285395,0.146921,0.270864
