	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Lair1.2	6.38671453009899e-64	-0.695944922065477	0.098	0.664	1.23161402998429e-59	14	Lair1
Eef1b2.4	7.02073266787933e-64	-0.708683607869496	0.098	0.662	1.35387808767385e-59	14	Eef1b2
Pmepa1.3	8.09274176540214e-64	-0.880985080006607	0.102	0.663	1.56060432204015e-59	14	Pmepa1
Cdc42.1	8.3067220600642e-64	-0.677148953586637	0.106	0.659	1.60186828206278e-59	14	Cdc42
Bsg.3	8.44978317455079e-64	-0.738866286568475	0.159	0.697	1.62945618738037e-59	14	Bsg
Klf6.4	1.27317705775021e-63	-1.2000009807498	0.083	0.641	2.4551946381655e-59	14	Klf6
Mtdh.1	2.70792998564891e-63	-0.68467782567846	0.095	0.655	5.22197218432535e-59	14	Mtdh
Mef2a.1	4.05407763969193e-63	-0.693279174020613	0.087	0.644	7.81788332038191e-59	14	Mef2a
Pdia3.1	1.14774688922711e-62	-0.694379991905016	0.087	0.646	2.21331510118557e-58	14	Pdia3
Clic1.1	1.83059200576597e-62	-0.662500878967831	0.091	0.646	3.53011362391909e-58	14	Clic1
Mpeg1.3	3.07285770163301e-62	-0.715676419829626	0.076	0.63	5.9256987918291e-58	14	Mpeg1
Qk.1	4.05328549064125e-62	-0.68492831416421	0.098	0.649	7.81635574015259e-58	14	Qk
Hspa1b.7	4.19825946190571e-62	-1.34624165818744	0.14	0.656	8.09592354633896e-58	14	Hspa1b
Ctsc.2	7.58166988178473e-62	-0.736766075341484	0.087	0.638	1.46204922000337e-57	14	Ctsc
Epb41l2.1	4.14452383298396e-61	-0.673511649886498	0.068	0.623	7.99229975952626e-57	14	Epb41l2
Ppib.1	5.31067336067034e-61	-0.640506978380477	0.083	0.624	1.02411025087167e-56	14	Ppib
Son.2	7.43369368026812e-61	-0.64606764042966	0.091	0.642	1.4335134893029e-56	14	Son
Cotl1.1	7.83748813583544e-61	-0.670094013991292	0.061	0.607	1.51138121211451e-56	14	Cotl1
Rpl7a.3	1.80684930808873e-60	-0.65608119588926	0.072	0.621	3.48432820571831e-56	14	Rpl7a
Plxdc2.1	3.90948798833796e-60	-0.657067221247596	0.061	0.601	7.53905663671092e-56	14	Plxdc2
Ldhb.2	5.8021835074119e-60	-0.705560273534178	0.102	0.644	1.11889306756931e-55	14	Ldhb
Rhoa.1	1.65811442032915e-59	-0.650543667311394	0.098	0.636	3.19750784816274e-55	14	Rhoa
Slc3a2.2	4.86385298125923e-59	-0.681467016722159	0.087	0.616	9.37945408906031e-55	14	Slc3a2
Tmem59.1	5.2660314536676e-59	-0.612227074309957	0.076	0.611	1.01550150552526e-54	14	Tmem59
Coro1a.5	7.29500211657157e-59	-0.657532617162407	0.106	0.646	1.40676820815966e-54	14	Coro1a
Rps7.4	1.15799138758905e-58	-0.702241650375597	0.136	0.673	2.23307059182672e-54	14	Rps7
Laptm4a.3	3.89135834016263e-58	-0.6196588821725	0.095	0.629	7.50409542316962e-54	14	Laptm4a
Zeb2.1	6.95592850608601e-58	-0.706964130393801	0.095	0.625	1.34138125311363e-53	14	Zeb2
Sat1.2	7.15813881788947e-58	-0.749419793756514	0.076	0.608	1.38037548964181e-53	14	Sat1
Atf3.6	7.53015139557633e-58	-1.45113766149877	0.17	0.659	1.45211439512294e-53	14	Atf3
Efhd2.2	7.70021161879835e-58	-0.647771068532972	0.061	0.596	1.48490880856907e-53	14	Efhd2
Rgs2.4	8.61656037437443e-58	-1.02466907316513	0.114	0.632	1.66161750259437e-53	14	Rgs2
Eif4a1.1	1.04847330665791e-57	-0.653887896993173	0.087	0.619	2.02187592455911e-53	14	Eif4a1
Gabarap.2	1.54997699219595e-57	-0.613680050250354	0.083	0.606	2.98897563175068e-53	14	Gabarap
Ssr4.1	4.93188538524117e-57	-0.610877001807829	0.049	0.573	9.51064777689907e-53	14	Ssr4
Capza2.1	6.07226256226051e-57	-0.611454617613819	0.083	0.608	1.17097511250632e-52	14	Capza2
Tcn2.1	9.38949474045653e-57	-0.616194859795784	0.057	0.584	1.81067016574964e-52	14	Tcn2
Calm2.3	3.23282440581329e-56	-0.639087601937995	0.098	0.623	6.23417858417034e-52	14	Calm2
Rps2.4	5.02991533821897e-56	-0.744799327881592	0.167	0.669	9.69968873822147e-52	14	Rps2
Gdi2.1	5.07645900739285e-56	-0.619366045214461	0.114	0.632	9.78944354985638e-52	14	Gdi2
Egr1.4	6.68014145968496e-56	-1.0861712213569	0.057	0.585	1.28819847908565e-51	14	Egr1
H2-K1.6	8.55453328077538e-56	-0.757549890191672	0.106	0.627	1.64965619786472e-51	14	H2-K1
Tmem176a.3	2.22127890747658e-55	-0.712715464937439	0.068	0.585	4.28351424517783e-51	14	Tmem176a
Arpc1b.2	2.40985368603348e-55	-0.594439493652658	0.061	0.57	4.64716184814697e-51	14	Arpc1b
Fos.4	3.22820034100803e-55	-1.37000030750371	0.148	0.633	6.22526153759988e-51	14	Fos
Arpc2.1	1.33257478777373e-54	-0.604069954149655	0.087	0.591	2.56973722074285e-50	14	Arpc2
Gng5.3	1.85527191012796e-54	-0.604672411156047	0.091	0.6	3.57770635149076e-50	14	Gng5
Rplp0.4	2.22564749688106e-54	-0.690596378742446	0.53	0.875	4.29193863298544e-50	14	Rplp0
Lcp1.3	3.17614354542337e-54	-0.671610902983043	0.072	0.582	6.12487521299443e-50	14	Lcp1
Gnb2.1	3.68124394755481e-54	-0.576641770923244	0.102	0.617	7.09891082846469e-50	14	Gnb2
Lamp2.1	3.7689237671574e-54	-0.577125537099717	0.072	0.579	7.26799259258633e-50	14	Lamp2
Spi1.2	5.93764287926461e-54	-0.592138948210478	0.057	0.563	1.14501505283739e-49	14	Spi1
Ccl4.6	6.88280031102794e-54	-1.83880931185061	0.186	0.645	1.32727921197863e-49	14	Ccl4
Picalm.1	7.82502060200675e-54	-0.615885565499798	0.057	0.568	1.50897697289098e-49	14	Picalm
Serf2.1	1.59931888688947e-53	-0.616842024055285	0.212	0.702	3.08412654147766e-49	14	Serf2
Gapdh.1	2.12302698608335e-53	-0.649901524844025	0.083	0.589	4.09404523996313e-49	14	Gapdh
Ier5.5	3.03810463766598e-53	-0.876985915029698	0.114	0.622	5.85868098327507e-49	14	Ier5
Naca.3	3.31711050386105e-53	-0.596346201685181	0.106	0.614	6.39671589564565e-49	14	Naca
Ywhah.2	3.37351039419772e-53	-0.609425064413206	0.091	0.602	6.50547744417088e-49	14	Ywhah
Kctd12.1	3.37672128038516e-53	-0.652033673206381	0.064	0.571	6.51166931709475e-49	14	Kctd12
Srgap2.1	3.9222502043376e-53	-0.596451319048744	0.061	0.563	7.56366729404463e-49	14	Srgap2
Tmem50a.1	8.00380866238229e-53	-0.554729637243457	0.064	0.57	1.5434544624538e-48	14	Tmem50a
Snx5.1	1.41815679061193e-52	-0.563943915554937	0.057	0.553	2.73477355501604e-48	14	Snx5
Fyb.1	1.53317155176449e-52	-0.589207843028149	0.049	0.557	2.95656802042265e-48	14	Fyb
Cd37.2	1.60202604712112e-52	-0.577790224239891	0.061	0.564	3.08934702926837e-48	14	Cd37
Scamp2.1	1.95174855767199e-52	-0.586864452474377	0.087	0.589	3.76375191861467e-48	14	Scamp2
Pmp22.1	2.55158013610428e-52	-0.623476806840082	0.064	0.564	4.92046713446349e-48	14	Pmp22
Sgk1.5	2.67783509912422e-52	-0.940621213712492	0.11	0.595	5.16393720515115e-48	14	Sgk1
Hpgds.1	3.57749591563264e-52	-0.600084726171448	0.049	0.547	6.89884312370598e-48	14	Hpgds
Ptgs1.1	5.96009652867207e-52	-0.614066311092338	0.102	0.597	1.14934501458912e-47	14	Ptgs1
Ifngr1.2	1.09497605194838e-51	-0.598988092531815	0.098	0.592	2.11155181857725e-47	14	Ifngr1
Arl6ip1.2	1.16485423652918e-51	-0.573982459233725	0.076	0.582	2.24630490972286e-47	14	Arl6ip1
Fcgr1.1	5.13554336735631e-51	-0.574517587036094	0.053	0.549	9.90338182960992e-47	14	Fcgr1
Ly6e.3	9.78742095069566e-51	-0.721377184028244	0.098	0.602	1.88740625613215e-46	14	Ly6e
Pfdn5.1	1.1100468752839e-50	-0.569887901036118	0.091	0.584	2.14061439429747e-46	14	Pfdn5
Sh3bgrl3.4	1.14261566979673e-50	-0.618940420379551	0.061	0.56	2.20342005763601e-46	14	Sh3bgrl3
Btg1.5	3.25277539171291e-50	-0.673062500831038	0.049	0.541	6.27265206537918e-46	14	Btg1
Srrm2.1	8.80059333469294e-50	-0.551722222565458	0.068	0.553	1.69710641866219e-45	14	Srrm2
Tgfb1.1	9.96202699737063e-50	-0.568052941197449	0.068	0.549	1.92107728617295e-45	14	Tgfb1
Rps17.2	1.42742604096114e-49	-0.564857885574419	0.098	0.578	2.75264837738946e-45	14	Rps17
Cyfip1.1	1.44689636618174e-49	-0.552764620351644	0.042	0.524	2.79019495254488e-45	14	Cyfip1
Creg1.2	1.53907845240568e-49	-0.568974522864249	0.083	0.559	2.96795888761912e-45	14	Creg1
Gpx1.1	4.7555009954045e-49	-0.628636155109802	0.091	0.567	9.17050811953803e-45	14	Gpx1
Txnip.4	5.03245468430166e-49	-0.845657571343845	0.095	0.567	9.70458561320733e-45	14	Txnip
Cd14.4	1.1504666803789e-48	-0.640309895210741	0.083	0.561	2.21855994644267e-44	14	Cd14
Wnk1.1	1.61008813001574e-48	-0.564556496212124	0.076	0.562	3.10489394992236e-44	14	Wnk1
Hnrnpk.1	2.60751555980104e-47	-0.514287762303897	0.053	0.521	5.02833300552033e-43	14	Hnrnpk
Rpl36a.4	3.51270876936928e-47	-0.559361262752472	0.053	0.523	6.77390759085171e-43	14	Rpl36a
Rabac1.1	4.67382738421873e-47	-0.516608970967199	0.076	0.544	9.01300872772741e-43	14	Rabac1
Camk1.1	4.93341974034091e-47	-0.535277829927016	0.072	0.547	9.51360662727342e-43	14	Camk1
Gns.1	5.76269903536305e-47	-0.520579510248732	0.053	0.527	1.11127888197941e-42	14	Gns
Ssh2.1	8.79163101421264e-47	-0.543058307391655	0.087	0.572	1.69537812478076e-42	14	Ssh2
H3f3a.3	1.21237123807039e-46	-0.54997980023291	0.14	0.613	2.33793669549494e-42	14	H3f3a
Pnp.2	1.23116424747066e-46	-0.565974465894839	0.072	0.543	2.37417713482242e-42	14	Pnp
Arhgap5.2	2.17294093618583e-46	-0.576700657884305	0.091	0.562	4.19029930134076e-42	14	Arhgap5
Apbb1ip.1	2.20522747039092e-46	-0.540834498026654	0.068	0.535	4.25256065390186e-42	14	Apbb1ip
Slc25a5.1	2.53778861232029e-46	-0.536579851595173	0.076	0.534	4.89387155999844e-42	14	Slc25a5
Tmed9.1	4.94905514167118e-46	-0.495211661302611	0.057	0.521	9.5437579351987e-42	14	Tmed9
Arpc3.2	2.26654669743865e-45	-0.494659620794945	0.049	0.507	4.3708086513407e-41	14	Arpc3
Rac1.1	2.60280706806174e-45	-0.50046398121886	0.072	0.531	5.01925315005026e-41	14	Rac1
Dnaja1.5	2.96753390895963e-45	-0.873617076983381	0.057	0.512	5.72259239003774e-41	14	Dnaja1
Slco2b1.1	6.72634428830786e-45	-0.524991606657243	0.091	0.549	1.29710823255729e-40	14	Slco2b1
Ppp1r15a.5	6.75991997614967e-45	-0.726276515602446	0.038	0.496	1.3035829682007e-40	14	Ppp1r15a
Pag1.1	7.44830815667406e-45	-0.535272990388819	0.057	0.517	1.43633174493303e-40	14	Pag1
Lyz2.8	8.20556000798687e-45	-0.746587919746291	0.049	0.505	1.58236019194019e-40	14	Lyz2
Tmcc3.1	1.11397088057259e-44	-0.57553763536252	0.045	0.5	2.14818144609618e-40	14	Tmcc3
Hspe1.5	1.12283886143761e-44	-0.851189291993592	0.087	0.539	2.16528246039629e-40	14	Hspe1
Ube2d3.1	1.33448132592388e-44	-0.528597058615569	0.042	0.494	2.57341378891161e-40	14	Ube2d3
H2afz.2	2.26956809731451e-44	-0.533080388241691	0.072	0.526	4.37663511886131e-40	14	H2afz
Tmem86a.1	2.67860684631241e-44	-0.511464386892215	0.03	0.477	5.16542544242884e-40	14	Tmem86a
P2ry13.3	3.64410914324903e-44	-0.54083349809115	0.076	0.538	7.02730007184143e-40	14	P2ry13
Fam49b.1	3.96156718567623e-44	-0.498093373985512	0.08	0.531	7.63948616085805e-40	14	Fam49b
Ltc4s.3	1.08846302324037e-43	-0.578169364373603	0.068	0.53	2.09899209401673e-39	14	Ltc4s
Myl6.5	1.26887376970942e-43	-0.530906437718697	0.121	0.559	2.44689617750764e-39	14	Myl6
Cox8a.3	1.32276587769026e-43	-0.5342529132337	0.174	0.608	2.5508217185379e-39	14	Cox8a
Pou2f2.1	1.7002993605928e-43	-0.555122511725038	0.061	0.505	3.27885728696715e-39	14	Pou2f2
Smap2.1	2.08451490954464e-43	-0.506929001507692	0.068	0.517	4.01977855156588e-39	14	Smap2
Morf4l1.1	2.23598334343854e-43	-0.501933287749765	0.095	0.541	4.31187027948689e-39	14	Morf4l1
Npm1.3	2.25174114132146e-43	-0.513966858747495	0.053	0.501	4.34225761692431e-39	14	Npm1
Frmd4a.1	2.42478173651641e-43	-0.506178567631591	0.072	0.52	4.67594910069824e-39	14	Frmd4a
Serpine2.1	2.76578088869605e-43	-0.55265459179826	0.061	0.513	5.33353186576146e-39	14	Serpine2
Abi3.1	7.15668899179712e-43	-0.502022434796945	0.064	0.512	1.38009590517816e-38	14	Abi3
Sf3b1.1	7.17320916657995e-43	-0.490247985415282	0.072	0.512	1.38328165568328e-38	14	Sf3b1
Rab14.1	8.45227014867246e-43	-0.491162338903764	0.076	0.517	1.62993577547e-38	14	Rab14
Saraf.1	1.92945562425349e-42	-0.478272774087356	0.08	0.52	3.72076222581043e-38	14	Saraf
Nfkbia.3	2.02223494380782e-42	-0.977597308997409	0.053	0.494	3.89967786563901e-38	14	Nfkbia
Srgn.5	2.20283366829671e-42	-0.558988265091584	0.042	0.478	4.24794444594338e-38	14	Srgn
Calm1.6	3.47368674029276e-42	-0.553302498747534	0.102	0.542	6.69865750998056e-38	14	Calm1
Cebpa.1	8.51829852112445e-42	-0.594417474893858	0.038	0.475	1.64266868681364e-37	14	Cebpa
Lyn.1	9.26368499779452e-42	-0.475319000685727	0.045	0.479	1.78640901497469e-37	14	Lyn
Rap1b.2	1.38839862104113e-41	-0.483404875992577	0.083	0.517	2.67738790081571e-37	14	Rap1b
Cebpb.4	2.14502101962471e-41	-0.747031766467411	0.083	0.513	4.1364585342443e-37	14	Cebpb
Slc25a3.1	2.74836209350811e-41	-0.470440823970181	0.076	0.506	5.29994146112104e-37	14	Slc25a3
Zfhx3.1	3.17712346964099e-41	-0.50255768498501	0.076	0.506	6.12676489885568e-37	14	Zfhx3
Ybx1.1	3.59547070608361e-41	-0.470858956112911	0.064	0.503	6.93350570961164e-37	14	Ybx1
Ccl3.5	4.27384872640888e-41	-1.305535791803	0.083	0.508	8.24168988400689e-37	14	Ccl3
Chchd2.4	4.89153725944749e-41	-0.488520931808848	0.068	0.501	9.43284045111854e-37	14	Chchd2
Inpp5d.1	6.41394316768329e-41	-0.466778172194286	0.057	0.488	1.23686480045605e-36	14	Inpp5d
Tmed10.1	1.19651180614234e-40	-0.473643340072211	0.091	0.522	2.30735336696488e-36	14	Tmed10
Syngr1.2	1.37023484708788e-40	-0.497316387687335	0.057	0.484	2.64236087912427e-36	14	Syngr1
Mbnl1.1	1.4556459792581e-40	-0.494357926500572	0.083	0.522	2.80706770640131e-36	14	Mbnl1
Rtn4.1	1.83697898003356e-40	-0.481908725938007	0.091	0.518	3.54243026509671e-36	14	Rtn4
AC160336.1.1	2.45465373093873e-40	-0.637960326525876	0.091	0.521	4.73355425474226e-36	14	AC160336.1
Arhgdia.1	5.20711848025073e-40	-0.449810340901336	0.064	0.493	1.00414072773155e-35	14	Arhgdia
Capzb.1	7.13437513793207e-40	-0.453208037334515	0.038	0.457	1.37579290159882e-35	14	Capzb
Uqcrh.2	9.83556643335244e-40	-0.475914895249469	0.061	0.485	1.89669063100768e-35	14	Uqcrh
Rgs1.6	1.36271224022831e-39	-1.07842792958293	0.08	0.5	2.62785428405626e-35	14	Rgs1
Arhgdib.4	1.38474875310896e-39	-0.464025630010351	0.053	0.474	2.67034949549533e-35	14	Arhgdib
Smad7.1	1.9526003691713e-39	-0.629453520034478	0.045	0.468	3.76539455190994e-35	14	Smad7
Lag3.2	2.049711053524e-39	-0.547039166344146	0.061	0.479	3.95266279561568e-35	14	Lag3
Akr1a1.1	3.20696572183166e-39	-0.448577241659102	0.045	0.463	6.18431269798018e-35	14	Akr1a1
Fam105a.1	3.35461361233196e-39	-0.451941600624742	0.045	0.46	6.46903689002096e-35	14	Fam105a
Spcs2.1	4.35219612094464e-39	-0.454537537636891	0.061	0.48	8.39277499962965e-35	14	Spcs2
Eif5a.1	7.28702737335261e-39	-0.450302100835358	0.053	0.467	1.40523035867732e-34	14	Eif5a
Sdcbp.1	9.796567383087e-39	-0.462429342304675	0.027	0.439	1.8891700541545e-34	14	Sdcbp
Mt1.4	1.24599384683062e-38	-0.810783652944374	0.152	0.558	2.40277453422817e-34	14	Mt1
Pdia6.1	1.32255201146213e-38	-0.466497670515074	0.068	0.492	2.55040929890357e-34	14	Pdia6
P2ry6.1	1.54130812001447e-38	-0.465614097714904	0.045	0.465	2.9722585786359e-34	14	P2ry6
Vdac2.1	1.84934449189151e-38	-0.436565238838378	0.064	0.481	3.56627591816358e-34	14	Vdac2
Ptprc.3	1.95004873945885e-38	-0.479822523122675	0.045	0.455	3.76047398917245e-34	14	Ptprc
Mrfap1.2	2.33450264933787e-38	-0.438023118610135	0.045	0.456	4.50185490898315e-34	14	Mrfap1
Daglb.1	2.74443118977449e-38	-0.444283115833871	0.038	0.448	5.29236110636112e-34	14	Daglb
Comt.1	2.81731661689621e-38	-0.446916414047382	0.064	0.479	5.43291336402265e-34	14	Comt
Rpn2.1	2.88150851220181e-38	-0.444172195570745	0.053	0.461	5.55670101492996e-34	14	Rpn2
Cmtm7.1	3.2040347965097e-38	-0.45449045067684	0.057	0.468	6.1786607015893e-34	14	Cmtm7
Plekho1.1	3.4939606852734e-38	-0.444830561004885	0.053	0.467	6.73775378548122e-34	14	Plekho1
Golm1.1	4.08979251491043e-38	-0.45165779312562	0.057	0.472	7.88675588575327e-34	14	Golm1
Fus.1	6.85686548994793e-38	-0.465566660004562	0.08	0.491	1.32227794108156e-33	14	Fus
Ptms.1	7.20072266905789e-38	-0.466287304126172	0.061	0.471	1.38858735950112e-33	14	Ptms
Cox7a2l.2	7.88178477668477e-38	-0.451675956945109	0.087	0.51	1.51992337633589e-33	14	Cox7a2l
Celf2.1	9.82467843417483e-38	-0.45039350141074	0.049	0.456	1.89459098924628e-33	14	Celf2
Eif3f.3	1.28540973871535e-37	-0.449331891117003	0.057	0.467	2.47878414013869e-33	14	Eif3f
Asph.1	1.36331598914189e-37	-0.459232239557798	0.042	0.451	2.62901855346122e-33	14	Asph
Atp5g2.1	1.39599537692135e-37	-0.436859823397177	0.087	0.5	2.69203748485512e-33	14	Atp5g2
Atp6v1g1.2	1.6713694634765e-37	-0.439319942621577	0.076	0.487	3.22306887336808e-33	14	Atp6v1g1
Maf.2	2.06884309245125e-37	-0.518957111062305	0.087	0.493	3.98955701948298e-33	14	Maf
Alox5ap.2	2.15560038304854e-37	-0.459656509669826	0.057	0.465	4.1568597786708e-33	14	Alox5ap
Atp6ap1.1	2.2030337345334e-37	-0.422980064462199	0.034	0.437	4.24833025367421e-33	14	Atp6ap1
Cd52.7	3.7693809770055e-37	-0.598870715778501	0.038	0.441	7.26887427605742e-33	14	Cd52
Ccnl1.3	4.822985981918e-37	-0.532834910127522	0.042	0.443	9.30064616753067e-33	14	Ccnl1
Pla2g15.1	5.35048943372392e-37	-0.437024944301632	0.045	0.447	1.03178838239932e-32	14	Pla2g15
Oaz1.1	5.46189280398838e-37	0.493130369469118	0.86	0.686	1.05327140832112e-32	14	Oaz1
Mcl1.4	5.49992739659763e-37	-0.593508788573135	0.068	0.47	1.06060599915989e-32	14	Mcl1
Bri3.1	5.52398982449997e-37	-0.448052686566571	0.057	0.461	1.06524619775657e-32	14	Bri3
Dusp1.5	1.02120373378537e-36	-1.02138728346163	0.114	0.503	1.96928928023172e-32	14	Dusp1
Wasf2.1	1.20815302201273e-36	-0.440079541908857	0.08	0.494	2.32980228764934e-32	14	Wasf2
Macf1.3	1.60743754418507e-36	-0.439493385570468	0.03	0.43	3.09978256020649e-32	14	Macf1
Atp6v0e.1	1.71665827166573e-36	-0.419265514224588	0.045	0.441	3.31040381108019e-32	14	Atp6v0e
Atp5b.3	1.86702692228028e-36	-0.440723770658718	0.098	0.494	3.60037471692529e-32	14	Atp5b
Asah1.1	2.00929271966643e-36	-0.425688394020176	0.064	0.462	3.87472008060473e-32	14	Asah1
Rpl41.4	2.81625348013785e-36	-0.507505696741551	0.64	0.892	5.43086321109783e-32	14	Rpl41
Atp5e.3	3.5247233201011e-36	-0.455479416384082	0.106	0.5	6.79707645048296e-32	14	Atp5e
Cox7c.2	4.11431283173477e-36	-0.424289485218416	0.045	0.439	7.93404086471734e-32	14	Cox7c
Ncl.2	6.71237070946601e-36	-0.452314871253186	0.03	0.425	1.29441356761343e-31	14	Ncl
Zfand5.2	7.32046374291878e-36	-0.531667679819683	0.068	0.469	1.41167822818446e-31	14	Zfand5
Cd83.6	1.49248938772398e-35	-0.784618047962452	0.042	0.43	2.87811653528693e-31	14	Cd83
Rnf130.1	1.51322880042227e-35	-0.412600588470907	0.049	0.44	2.9181104187343e-31	14	Rnf130
Ptpn18.2	1.7064315142355e-35	-0.429787035460512	0.064	0.458	3.29068253205173e-31	14	Ptpn18
Btf3.2	1.9153446613722e-35	-0.41697794945551	0.072	0.468	3.69355064499016e-31	14	Btf3
Adgrg1.2	2.44191480052678e-35	-0.436984081392724	0.053	0.449	4.70898850133584e-31	14	Adgrg1
Rbm25.1	2.47806708207652e-35	-0.42482390702333	0.045	0.439	4.77870456107635e-31	14	Rbm25
Brk1.1	5.25005427853467e-35	-0.408293339072254	0.057	0.445	1.01242046707263e-30	14	Brk1
Ywhae.2	5.35174144674421e-35	-0.42397668685341	0.083	0.472	1.03202982059015e-30	14	Ywhae
Gpx4.3	1.03243867182879e-34	-0.432114311300508	0.091	0.484	1.99095473475464e-30	14	Gpx4
Canx.1	1.22163521648979e-34	-0.417902795274598	0.068	0.455	2.35580135147891e-30	14	Canx
Rpl29.4	1.53365643681826e-34	-0.555942422345603	0.068	0.453	2.95750307276033e-30	14	Rpl29
Cmtm6.1	1.95442450204771e-34	-0.412664032790933	0.027	0.406	3.7689122097488e-30	14	Cmtm6
Hnrnpa0.1	1.99097578853885e-34	-0.405737919938516	0.038	0.418	3.83939771061831e-30	14	Hnrnpa0
Luc7l2.1	2.22234718192445e-34	-0.426115331254331	0.064	0.448	4.28557430562311e-30	14	Luc7l2
Syngr2.1	2.52274153882576e-34	-0.419116987704259	0.053	0.432	4.8648547834716e-30	14	Syngr2
Rpl31.3	2.65136562915148e-34	-0.410733705073978	0.053	0.438	5.11289347925572e-30	14	Rpl31
Anxa3.2	2.82193846788168e-34	-0.460642999481308	0.057	0.445	5.44182614146302e-30	14	Anxa3
Cfh.1	3.03484755817655e-34	-0.419681746755415	0.095	0.496	5.85240003118766e-30	14	Cfh
Tanc2.1	4.06826815207295e-34	-0.431863346699437	0.061	0.441	7.84524830445747e-30	14	Tanc2
Map4k4.1	5.76165442406123e-34	-0.415430158805891	0.042	0.424	1.11107743913597e-29	14	Map4k4
Gatm.1	6.24992766018093e-34	-0.505449363877749	0.057	0.438	1.20523604998929e-29	14	Gatm
Edem2.1	6.5021831639296e-34	-0.416495005698241	0.038	0.417	1.25388100133218e-29	14	Edem2
Slc29a3.1	8.50629153094838e-34	-0.408658400123222	0.042	0.42	1.64035325882809e-29	14	Slc29a3
C3ar1.2	8.92695712708275e-34	-0.458943298926967	0.027	0.4	1.72147441238664e-29	14	C3ar1
Ypel3.2	9.40788465375757e-34	-0.391826458050271	0.053	0.436	1.81421647663061e-29	14	Ypel3
Pnrc1.2	1.16310788546622e-33	-0.479700431744791	0.042	0.417	2.24293724633306e-29	14	Pnrc1
Sdf4.1	1.20605830626507e-33	-0.395786999588342	0.034	0.408	2.32576283780156e-29	14	Sdf4
Plek.3	1.42982921056841e-33	-0.466738918655764	0.027	0.4	2.75728264966013e-29	14	Plek
Ighm.2	1.65751122861728e-33	-0.445244643141614	0.045	0.42	3.19634465326557e-29	14	Ighm
Atox1.2	1.92000909195817e-33	-0.418609367038274	0.057	0.435	3.70254553293213e-29	14	Atox1
Entpd1.1	2.37477403723352e-33	-0.402414785858868	0.038	0.416	4.57951425340111e-29	14	Entpd1
Tacc1.1	2.41347101475536e-33	-0.474972834022765	0.076	0.452	4.65413750485423e-29	14	Tacc1
Jmjd1c.1	2.51306229675728e-33	-0.432297482107798	0.061	0.442	4.84618933306674e-29	14	Jmjd1c
Hnrnpa2b1.2	2.98151359610755e-33	-0.40540011174239	0.064	0.444	5.74955081873381e-29	14	Hnrnpa2b1
Cox6b1.2	4.51346734122734e-33	-0.386170895190806	0.03	0.4	8.70377042082279e-29	14	Cox6b1
Atp5h.3	5.15354003440765e-33	-0.404670705048331	0.076	0.451	9.93808660235172e-29	14	Atp5h
St3gal6.1	5.85465563856396e-33	-0.407159195491163	0.061	0.443	1.12901179334067e-28	14	St3gal6
Gusb.1	5.92411472268244e-33	-0.42142712076653	0.049	0.422	1.14240628312208e-28	14	Gusb
Dock4.1	8.33418502992999e-33	-0.403993032280467	0.045	0.418	1.6071642411717e-28	14	Dock4
Dad1.2	8.61659417215901e-33	-0.39646008841743	0.068	0.443	1.66162402015914e-28	14	Dad1
Nrip1.1	9.74024154187455e-33	-0.4455378528442	0.091	0.471	1.87830817893509e-28	14	Nrip1
Prdx1.2	1.25343123154356e-32	-0.415258429998746	0.076	0.45	2.41711678690861e-28	14	Prdx1
Ergic3.1	1.56788827757108e-32	-0.378680605858094	0.045	0.419	3.02351575446807e-28	14	Ergic3
Mycbp2.1	2.07640562871741e-32	-0.395796532959753	0.049	0.418	4.00414061441866e-28	14	Mycbp2
Ncf1.1	2.12464364900519e-32	-0.405866990519485	0.061	0.433	4.09716281274161e-28	14	Ncf1
Arf1.1	2.26341236964293e-32	-0.40134268181558	0.064	0.434	4.36476441361943e-28	14	Arf1
Ppp1ca.1	2.26350984818269e-32	-0.387927076085268	0.045	0.411	4.3649523912355e-28	14	Ppp1ca
Bin2.1	2.35890477442079e-32	-0.394477512873873	0.027	0.388	4.54891196699305e-28	14	Bin2
Git2.1	3.95976464562983e-32	-0.421940225057341	0.061	0.434	7.63601014263257e-28	14	Git2
Zfp36l2.1	4.07663819894437e-32	-0.450618523899475	0.068	0.441	7.86138910284432e-28	14	Zfp36l2
Pycard.1	4.30323302750559e-32	-0.417994282315711	0.053	0.418	8.29835457024177e-28	14	Pycard
Aldoa.3	4.84739889528687e-32	-0.41022180989893	0.061	0.427	9.3477240296712e-28	14	Aldoa
Ddost.1	5.29656081493913e-32	-0.378024197068115	0.053	0.422	1.02138878755286e-27	14	Ddost
Il6ra.1	5.34684390453586e-32	-0.394667080982114	0.061	0.429	1.03108537855069e-27	14	Il6ra
Reep5.1	6.46799224415287e-32	-0.396107823647683	0.083	0.45	1.24728762436244e-27	14	Reep5
Hnrnpf.1	6.52671932574244e-32	-0.382095967616192	0.038	0.399	1.25861255477617e-27	14	Hnrnpf
Zfp36l1.1	1.05306370482855e-31	-0.525515404279037	0.053	0.419	2.03072804839138e-27	14	Zfp36l1
Eif5.2	1.05445427788942e-31	-0.420989618870531	0.098	0.465	2.03340962948196e-27	14	Eif5
